product_name,period,vintage,publication_date,price_type,price ,,,
Ethanol RIN,Current Year,2016,3/30/16,High,0.7375,,,
Ethanol RIN,Current Year,2016,3/30/16,Average,0.735,,,
Ethanol RIN,Current Year,2016,3/31/16,Low,0.725,,,
Ethanol RIN,Current Year,2016,3/31/16,High,0.735,,,
Ethanol RIN,Current Year,2016,3/31/16,Average,0.73,,,
Ethanol RIN,Current Year,2016,4/1/16,Low,0.7175,,,
Ethanol RIN,Current Year,2016,4/1/16,High,0.7275,,,
Ethanol RIN,Current Year,2016,4/1/16,Average,0.7225,,,
Ethanol RIN,Current Year,2016,4/4/16,Low,0.715,,,
Ethanol RIN,Current Year,2016,4/4/16,High,0.72,,,
Ethanol RIN,Current Year,2016,4/4/16,Average,0.7175,,,
Ethanol RIN,Current Year,2016,4/5/16,Low,0.71,,,
Ethanol RIN,Current Year,2016,4/5/16,High,0.715,,,
Ethanol RIN,Current Year,2016,4/5/16,Average,0.7125,,,
Ethanol RIN,Current Year,2016,4/6/16,Low,0.715,,,
Ethanol RIN,Current Year,2016,4/6/16,High,0.7225,,,
Ethanol RIN,Current Year,2016,4/6/16,Average,0.7188,,,
Ethanol RIN,Current Year,2016,4/7/16,Low,0.725,,,
Ethanol RIN,Current Year,2016,4/7/16,High,0.735,,,
Ethanol RIN,Current Year,2016,4/7/16,Average,0.73,,,
Ethanol RIN,Current Year,2016,4/8/16,Low,0.73,,,
Ethanol RIN,Current Year,2016,4/8/16,High,0.74,,,
Ethanol RIN,Current Year,2016,4/8/16,Average,0.735,,,
Ethanol RIN,Current Year,2016,4/11/16,Low,0.735,,,
Ethanol RIN,Current Year,2016,4/11/16,High,0.74,,,
Ethanol RIN,Current Year,2016,4/11/16,Average,0.7375,,,
Ethanol RIN,Current Year,2016,4/12/16,Low,0.72,,,
Ethanol RIN,Current Year,2016,4/12/16,High,0.735,,,
Ethanol RIN,Current Year,2016,4/12/16,Average,0.7275,,,
Ethanol RIN,Current Year,2016,4/13/16,Low,0.71,,,
Ethanol RIN,Current Year,2016,4/13/16,High,0.7175,,,
Ethanol RIN,Current Year,2016,4/13/16,Average,0.7138,,,
Ethanol RIN,Current Year,2016,4/14/16,Low,0.72,,,
Ethanol RIN,Current Year,2016,4/14/16,High,0.74,,,
Ethanol RIN,Current Year,2016,4/14/16,Average,0.73,,,
Ethanol RIN,Current Year,2016,4/15/16,Low,0.73,,,
Ethanol RIN,Current Year,2016,4/15/16,High,0.7375,,,
Ethanol RIN,Current Year,2016,4/15/16,Average,0.7338,,,
Ethanol RIN,Current Year,2016,4/18/16,Low,0.73,,,
Ethanol RIN,Current Year,2016,4/18/16,High,0.74,,,
Ethanol RIN,Current Year,2016,4/18/16,Average,0.735,,,
Ethanol RIN,Current Year,2016,4/19/16,Low,0.735,,,
Ethanol RIN,Current Year,2016,4/19/16,High,0.74,,,
Ethanol RIN,Current Year,2016,4/19/16,Average,0.7375,,,
Ethanol RIN,Current Year,2016,4/20/16,Low,0.7375,,,
Ethanol RIN,Current Year,2016,4/20/16,High,0.745,,,
Ethanol RIN,Current Year,2016,4/20/16,Average,0.7413,,,
Ethanol RIN,Current Year,2016,4/21/16,Low,0.74,,,
Ethanol RIN,Current Year,2016,4/21/16,High,0.755,,,
Ethanol RIN,Current Year,2016,4/21/16,Average,0.7475,,,
Ethanol RIN,Current Year,2016,4/22/16,Low,0.74,,,
Ethanol RIN,Current Year,2016,4/22/16,High,0.7525,,,
Ethanol RIN,Current Year,2016,4/22/16,Average,0.7463,,,
Ethanol RIN,Current Year,2016,4/25/16,Low,0.7425,,,
Ethanol RIN,Current Year,2016,4/25/16,High,0.7475,,,
Ethanol RIN,Current Year,2016,4/25/16,Average,0.745,,,
Ethanol RIN,Current Year,2016,4/26/16,Low,0.74,,,
Ethanol RIN,Current Year,2016,4/26/16,High,0.7475,,,
Ethanol RIN,Current Year,2016,4/26/16,Average,0.7438,,,
Ethanol RIN,Current Year,2016,4/27/16,Low,0.7325,,,
Ethanol RIN,Current Year,2016,4/27/16,High,0.745,,,
Ethanol RIN,Current Year,2016,4/27/16,Average,0.7388,,,
Ethanol RIN,Current Year,2016,4/28/16,Low,0.725,,,
Ethanol RIN,Current Year,2016,4/28/16,High,0.735,,,
Ethanol RIN,Current Year,2016,4/28/16,Average,0.73,,,
Ethanol RIN,Current Year,2016,4/29/16,Low,0.725,,,
Ethanol RIN,Current Year,2016,4/29/16,High,0.73,,,
Ethanol RIN,Current Year,2016,4/29/16,Average,0.7275,,,
Ethanol RIN,Current Year,2016,5/2/16,Low,0.725,,,
Ethanol RIN,Current Year,2016,5/2/16,High,0.73,,,
Ethanol RIN,Current Year,2016,5/2/16,Average,0.7275,,,
Ethanol RIN,Current Year,2016,5/3/16,Low,0.7325,,,
Ethanol RIN,Current Year,2016,5/3/16,High,0.7375,,,
Ethanol RIN,Current Year,2016,5/3/16,Average,0.735,,,
Ethanol RIN,Current Year,2016,5/4/16,Low,0.7375,,,
Ethanol RIN,Current Year,2016,5/4/16,High,0.7425,,,
Ethanol RIN,Current Year,2016,5/4/16,Average,0.74,,,
Ethanol RIN,Current Year,2016,5/5/16,Low,0.74,,,
Ethanol RIN,Current Year,2016,5/5/16,High,0.745,,,
Ethanol RIN,Current Year,2016,5/5/16,Average,0.7425,,,
Ethanol RIN,Current Year,2016,5/6/16,Low,0.74,,,
Ethanol RIN,Current Year,2016,5/6/16,High,0.745,,,
Ethanol RIN,Current Year,2016,5/6/16,Average,0.7425,,,
Ethanol RIN,Current Year,2016,5/9/16,Low,0.7375,,,
Ethanol RIN,Current Year,2016,5/9/16,High,0.745,,,
Ethanol RIN,Current Year,2016,5/9/16,Average,0.7413,,,
Ethanol RIN,Current Year,2016,5/10/16,Low,0.745,,,
Ethanol RIN,Current Year,2016,5/10/16,High,0.7475,,,
Ethanol RIN,Current Year,2016,5/10/16,Average,0.7463,,,
Ethanol RIN,Current Year,2016,5/11/16,Low,0.745,,,
Ethanol RIN,Current Year,2016,5/11/16,High,0.75,,,
Ethanol RIN,Current Year,2016,5/11/16,Average,0.7475,,,
Ethanol RIN,Current Year,2016,5/12/16,Low,0.7475,,,
Ethanol RIN,Current Year,2016,5/12/16,High,0.7525,,,
Ethanol RIN,Current Year,2016,5/12/16,Average,0.75,,,
Ethanol RIN,Current Year,2016,5/13/16,Low,0.7475,,,
Ethanol RIN,Current Year,2016,5/13/16,High,0.7525,,,
Ethanol RIN,Current Year,2016,5/13/16,Average,0.75,,,
Ethanol RIN,Current Year,2016,5/16/16,Low,0.745,,,
Ethanol RIN,Current Year,2016,5/16/16,High,0.7475,,,
Ethanol RIN,Current Year,2016,5/16/16,Average,0.7463,,,
Ethanol RIN,Current Year,2016,5/17/16,Low,0.735,,,
Ethanol RIN,Current Year,2016,5/17/16,High,0.74,,,
Ethanol RIN,Current Year,2016,5/17/16,Average,0.7375,,,
Ethanol RIN,Current Year,2016,5/18/16,Low,0.74,,,
Ethanol RIN,Current Year,2016,5/18/16,High,0.84,,,
Ethanol RIN,Current Year,2016,5/18/16,Average,0.79,,,
Ethanol RIN,Current Year,2016,5/19/16,Low,0.795,,,
Ethanol RIN,Current Year,2016,5/19/16,High,0.84,,,
Ethanol RIN,Current Year,2016,5/19/16,Average,0.8175,,,
Ethanol RIN,Current Year,2016,5/20/16,Low,0.785,,,
Ethanol RIN,Current Year,2016,5/20/16,High,0.8,,,
Ethanol RIN,Current Year,2016,5/20/16,Average,0.7925,,,
Ethanol RIN,Current Year,2016,5/23/16,Low,0.775,,,
Ethanol RIN,Current Year,2016,5/23/16,High,0.785,,,
Ethanol RIN,Current Year,2016,5/23/16,Average,0.78,,,
Ethanol RIN,Current Year,2016,5/24/16,Low,0.76,,,
Ethanol RIN,Current Year,2016,5/24/16,High,0.775,,,
Ethanol RIN,Current Year,2016,5/24/16,Average,0.7675,,,
Ethanol RIN,Current Year,2016,5/25/16,Low,0.7575,,,
Ethanol RIN,Current Year,2016,5/25/16,High,0.7675,,,
Ethanol RIN,Current Year,2016,5/25/16,Average,0.7625,,,
Ethanol RIN,Current Year,2016,5/26/16,Low,0.765,,,
Ethanol RIN,Current Year,2016,5/26/16,High,0.79,,,
Ethanol RIN,Current Year,2016,5/26/16,Average,0.7775,,,
Ethanol RIN,Current Year,2016,5/27/16,Low,0.79,,,
Ethanol RIN,Current Year,2016,5/27/16,High,0.7975,,,
Ethanol RIN,Current Year,2016,5/27/16,Average,0.7938,,,
Ethanol RIN,Current Year,2016,5/31/16,Low,0.8,,,
Ethanol RIN,Current Year,2016,5/31/16,High,0.805,,,
Ethanol RIN,Current Year,2016,5/31/16,Average,0.8025,,,
Ethanol RIN,Current Year,2016,6/1/16,Low,0.8025,,,
Ethanol RIN,Current Year,2016,6/1/16,High,0.8125,,,
Ethanol RIN,Current Year,2016,6/1/16,Average,0.8075,,,
Ethanol RIN,Current Year,2016,6/2/16,Low,0.815,,,
Ethanol RIN,Current Year,2016,6/2/16,High,0.82,,,
Ethanol RIN,Current Year,2016,6/2/16,Average,0.8175,,,
Ethanol RIN,Current Year,2016,6/3/16,Low,0.8075,,,
Ethanol RIN,Current Year,2016,6/3/16,High,0.8175,,,
Ethanol RIN,Current Year,2016,6/3/16,Average,0.8125,,,
Ethanol RIN,Current Year,2016,6/6/16,Low,0.8125,,,
Ethanol RIN,Current Year,2016,6/6/16,High,0.82,,,
Ethanol RIN,Current Year,2016,6/6/16,Average,0.8163,,,
Ethanol RIN,Current Year,2016,6/7/16,Low,0.82,,,
Ethanol RIN,Current Year,2016,6/7/16,High,0.8325,,,
Ethanol RIN,Current Year,2016,6/7/16,Average,0.8263,,,
Ethanol RIN,Current Year,2016,6/8/16,Low,0.83,,,
Ethanol RIN,Current Year,2016,6/8/16,High,0.84,,,
Ethanol RIN,Current Year,2016,6/8/16,Average,0.835,,,
Ethanol RIN,Current Year,2016,6/9/16,Low,0.8325,,,
Ethanol RIN,Current Year,2016,6/9/16,High,0.8375,,,
Ethanol RIN,Current Year,2016,6/9/16,Average,0.835,,,
Ethanol RIN,Current Year,2016,6/10/16,Low,0.8225,,,
Ethanol RIN,Current Year,2016,6/10/16,High,0.8275,,,
Ethanol RIN,Current Year,2016,6/10/16,Average,0.825,,,
Ethanol RIN,Current Year,2016,6/13/16,Low,0.8225,,,
Ethanol RIN,Current Year,2016,6/13/16,High,0.83,,,
Ethanol RIN,Current Year,2016,6/13/16,Average,0.8263,,,
Ethanol RIN,Current Year,2016,6/14/16,Low,0.82,,,
Ethanol RIN,Current Year,2016,6/14/16,High,0.845,,,
Ethanol RIN,Current Year,2016,6/14/16,Average,0.8325,,,
Ethanol RIN,Current Year,2016,6/15/16,Low,0.845,,,
Ethanol RIN,Current Year,2016,6/15/16,High,0.855,,,
Ethanol RIN,Current Year,2016,6/15/16,Average,0.85,,,
Ethanol RIN,Current Year,2016,6/16/16,Low,0.835,,,
Ethanol RIN,Current Year,2016,6/16/16,High,0.845,,,
Ethanol RIN,Current Year,2016,6/16/16,Average,0.84,,,
Ethanol RIN,Current Year,2016,6/17/16,Low,0.835,,,
Ethanol RIN,Current Year,2016,6/17/16,High,0.8375,,,
Ethanol RIN,Current Year,2016,6/17/16,Average,0.8363,,,
Ethanol RIN,Current Year,2016,6/20/16,Low,0.825,,,
Ethanol RIN,Current Year,2016,6/20/16,High,0.835,,,
Ethanol RIN,Current Year,2016,6/20/16,Average,0.83,,,
Ethanol RIN,Current Year,2016,6/21/16,Low,0.835,,,
Ethanol RIN,Current Year,2016,6/21/16,High,0.84,,,
Ethanol RIN,Current Year,2016,6/21/16,Average,0.8375,,,
Ethanol RIN,Current Year,2016,6/22/16,Low,0.8425,,,
Ethanol RIN,Current Year,2016,6/22/16,High,0.85,,,
Ethanol RIN,Current Year,2016,6/22/16,Average,0.8463,,,
Ethanol RIN,Current Year,2016,6/23/16,Low,0.855,,,
Ethanol RIN,Current Year,2016,6/23/16,High,0.865,,,
Ethanol RIN,Current Year,2016,6/23/16,Average,0.86,,,
Ethanol RIN,Current Year,2016,6/24/16,Low,0.855,,,
Ethanol RIN,Current Year,2016,6/24/16,High,0.86,,,
Ethanol RIN,Current Year,2016,6/24/16,Average,0.8575,,,
Ethanol RIN,Current Year,2016,6/27/16,Low,0.86,,,
Ethanol RIN,Current Year,2016,6/27/16,High,0.865,,,
Ethanol RIN,Current Year,2016,6/27/16,Average,0.8625,,,
Ethanol RIN,Current Year,2016,6/28/16,Low,0.8725,,,
Ethanol RIN,Current Year,2016,6/28/16,High,0.885,,,
Ethanol RIN,Current Year,2016,6/28/16,Average,0.8788,,,
Ethanol RIN,Current Year,2016,6/29/16,Low,0.89,,,
Ethanol RIN,Current Year,2016,6/29/16,High,0.94,,,
Ethanol RIN,Current Year,2016,6/29/16,Average,0.915,,,
Ethanol RIN,Current Year,2016,6/30/16,Low,0.91,,,
Ethanol RIN,Current Year,2016,6/30/16,High,0.93,,,
Ethanol RIN,Current Year,2016,6/30/16,Average,0.92,,,
Ethanol RIN,Current Year,2016,7/1/16,Low,0.93,,,
Ethanol RIN,Current Year,2016,7/1/16,High,0.935,,,
Ethanol RIN,Current Year,2016,7/1/16,Average,0.9325,,,
Ethanol RIN,Current Year,2016,7/5/16,Low,0.93,,,
Ethanol RIN,Current Year,2016,7/5/16,High,0.935,,,
Ethanol RIN,Current Year,2016,7/5/16,Average,0.9325,,,
Ethanol RIN,Current Year,2016,7/6/16,Low,0.93,,,
Ethanol RIN,Current Year,2016,7/6/16,High,0.935,,,
Ethanol RIN,Current Year,2016,7/6/16,Average,0.9325,,,
Ethanol RIN,Current Year,2016,7/7/16,Low,0.9325,,,
Ethanol RIN,Current Year,2016,7/7/16,High,0.935,,,
Ethanol RIN,Current Year,2016,7/7/16,Average,0.9338,,,
Ethanol RIN,Current Year,2016,7/8/16,Low,0.9325,,,
Ethanol RIN,Current Year,2016,7/8/16,High,0.945,,,
Ethanol RIN,Current Year,2016,7/8/16,Average,0.9388,,,
Ethanol RIN,Current Year,2016,7/11/16,Low,0.95,,,
Ethanol RIN,Current Year,2016,7/11/16,High,0.99,,,
Ethanol RIN,Current Year,2016,7/11/16,Average,0.97,,,
Ethanol RIN,Current Year,2016,7/12/16,Low,0.96,,,
Ethanol RIN,Current Year,2016,7/12/16,High,0.98,,,
Ethanol RIN,Current Year,2016,7/12/16,Average,0.97,,,
Ethanol RIN,Current Year,2016,7/13/16,Low,0.97,,,
Ethanol RIN,Current Year,2016,7/13/16,High,0.985,,,
Ethanol RIN,Current Year,2016,7/13/16,Average,0.9775,,,
Ethanol RIN,Current Year,2016,7/14/16,Low,0.95,,,
Ethanol RIN,Current Year,2016,7/14/16,High,0.9725,,,
Ethanol RIN,Current Year,2016,7/14/16,Average,0.9613,,,
Ethanol RIN,Current Year,2016,7/15/16,Low,0.935,,,
Ethanol RIN,Current Year,2016,7/15/16,High,0.9525,,,
Ethanol RIN,Current Year,2016,7/15/16,Average,0.9438,,,
Ethanol RIN,Current Year,2016,7/18/16,Low,0.94,,,
Ethanol RIN,Current Year,2016,7/18/16,High,0.9475,,,
Ethanol RIN,Current Year,2016,7/18/16,Average,0.9438,,,
Ethanol RIN,Current Year,2016,7/19/16,Low,0.9425,,,
Ethanol RIN,Current Year,2016,7/19/16,High,0.95,,,
Ethanol RIN,Current Year,2016,7/19/16,Average,0.9463,,,
Ethanol RIN,Current Year,2016,7/20/16,Low,0.935,,,
Ethanol RIN,Current Year,2016,7/20/16,High,0.95,,,
Ethanol RIN,Current Year,2016,7/20/16,Average,0.9425,,,
Ethanol RIN,Current Year,2016,7/21/16,Low,0.94,,,
Ethanol RIN,Current Year,2016,7/21/16,High,0.95,,,
Ethanol RIN,Current Year,2016,7/21/16,Average,0.945,,,
Ethanol RIN,Current Year,2016,7/22/16,Low,0.9425,,,
Ethanol RIN,Current Year,2016,7/22/16,High,0.95,,,
Ethanol RIN,Current Year,2016,7/22/16,Average,0.9463,,,
Ethanol RIN,Current Year,2016,7/25/16,Low,0.9475,,,
Ethanol RIN,Current Year,2016,7/25/16,High,0.955,,,
Ethanol RIN,Current Year,2016,7/25/16,Average,0.9513,,,
Ethanol RIN,Current Year,2016,7/26/16,Low,0.96,,,
Ethanol RIN,Current Year,2016,7/26/16,High,0.975,,,
Ethanol RIN,Current Year,2016,7/26/16,Average,0.9675,,,
Ethanol RIN,Current Year,2016,7/27/16,Low,0.9575,,,
Ethanol RIN,Current Year,2016,7/27/16,High,0.97,,,
Ethanol RIN,Current Year,2016,7/27/16,Average,0.9638,,,
Ethanol RIN,Current Year,2016,7/28/16,Low,0.955,,,
Ethanol RIN,Current Year,2016,7/28/16,High,0.96,,,
Ethanol RIN,Current Year,2016,7/28/16,Average,0.9575,,,
Ethanol RIN,Current Year,2016,7/29/16,Low,0.95,,,
Ethanol RIN,Current Year,2016,7/29/16,High,0.9575,,,
Ethanol RIN,Current Year,2016,7/29/16,Average,0.9538,,,
Ethanol RIN,Current Year,2016,8/1/16,Low,0.9425,,,
Ethanol RIN,Current Year,2016,8/1/16,High,0.95,,,
Ethanol RIN,Current Year,2016,8/1/16,Average,0.9463,,,
Ethanol RIN,Current Year,2016,8/2/16,Low,0.93,,,
Ethanol RIN,Current Year,2016,8/2/16,High,0.9425,,,
Ethanol RIN,Current Year,2016,8/2/16,Average,0.9363,,,
Ethanol RIN,Current Year,2016,8/3/16,Low,0.905,,,
Ethanol RIN,Current Year,2016,8/3/16,High,0.92,,,
Ethanol RIN,Current Year,2016,8/3/16,Average,0.9125,,,
Ethanol RIN,Current Year,2016,8/4/16,Low,0.87,,,
Ethanol RIN,Current Year,2016,8/4/16,High,0.905,,,
Ethanol RIN,Current Year,2016,8/4/16,Average,0.8875,,,
Ethanol RIN,Current Year,2016,8/5/16,Low,0.87,,,
Ethanol RIN,Current Year,2016,8/5/16,High,0.8975,,,
Ethanol RIN,Current Year,2016,8/5/16,Average,0.8838,,,
Biodiesel RIN,Current Year,2014,1/2/14,Low,0.44,,,
Biodiesel RIN,Current Year,2014,1/2/14,High,0.47,,,
Biodiesel RIN,Current Year,2014,1/2/14,Average,0.455,,,
Biodiesel RIN,Current Year,2014,1/3/14,Low,0.45,,,
Biodiesel RIN,Current Year,2014,1/3/14,High,0.48,,,
Biodiesel RIN,Current Year,2014,1/3/14,Average,0.465,,,
Biodiesel RIN,Current Year,2014,1/6/14,Low,0.44,,,
Biodiesel RIN,Current Year,2014,1/6/14,High,0.48,,,
Biodiesel RIN,Current Year,2014,1/6/14,Average,0.46,,,
Biodiesel RIN,Current Year,2014,1/7/14,Low,0.43,,,
Biodiesel RIN,Current Year,2014,1/7/14,High,0.47,,,
Biodiesel RIN,Current Year,2014,1/7/14,Average,0.45,,,
Biodiesel RIN,Current Year,2014,1/8/14,Low,0.41,,,
Biodiesel RIN,Current Year,2014,1/8/14,High,0.44,,,
Biodiesel RIN,Current Year,2014,1/8/14,Average,0.425,,,
Biodiesel RIN,Current Year,2014,1/9/14,Low,0.42,,,
Biodiesel RIN,Current Year,2014,1/9/14,High,0.45,,,
Biodiesel RIN,Current Year,2014,1/9/14,Average,0.435,,,
Biodiesel RIN,Current Year,2014,1/10/14,Low,0.42,,,
Biodiesel RIN,Current Year,2014,1/10/14,High,0.44,,,
Biodiesel RIN,Current Year,2014,1/10/14,Average,0.43,,,
Biodiesel RIN,Current Year,2014,1/13/14,Low,0.435,,,
Biodiesel RIN,Current Year,2014,1/13/14,High,0.45,,,
Biodiesel RIN,Current Year,2014,1/13/14,Average,0.4425,,,
Biodiesel RIN,Current Year,2014,1/14/14,Low,0.43,,,
Biodiesel RIN,Current Year,2014,1/14/14,High,0.46,,,
Biodiesel RIN,Current Year,2014,1/14/14,Average,0.445,,,
Biodiesel RIN,Current Year,2014,1/15/14,Low,0.45,,,
Biodiesel RIN,Current Year,2014,1/15/14,High,0.47,,,
Biodiesel RIN,Current Year,2014,1/15/14,Average,0.46,,,
Biodiesel RIN,Current Year,2014,1/16/14,Low,0.46,,,
Biodiesel RIN,Current Year,2014,1/16/14,High,0.48,,,
Biodiesel RIN,Current Year,2014,1/16/14,Average,0.47,,,
Biodiesel RIN,Current Year,2014,1/17/14,Low,0.46,,,
Biodiesel RIN,Current Year,2014,1/17/14,High,0.47,,,
Biodiesel RIN,Current Year,2014,1/17/14,Average,0.465,,,
Biodiesel RIN,Current Year,2014,1/21/14,Low,0.455,,,
Biodiesel RIN,Current Year,2014,1/21/14,High,0.48,,,
Biodiesel RIN,Current Year,2014,1/21/14,Average,0.4675,,,
Biodiesel RIN,Current Year,2014,1/22/14,Low,0.46,,,
Biodiesel RIN,Current Year,2014,1/22/14,High,0.475,,,
Biodiesel RIN,Current Year,2014,1/22/14,Average,0.4675,,,
Biodiesel RIN,Current Year,2014,1/23/14,Low,0.46,,,
Biodiesel RIN,Current Year,2014,1/23/14,High,0.48,,,
Biodiesel RIN,Current Year,2014,1/23/14,Average,0.47,,,
Biodiesel RIN,Current Year,2014,1/24/14,Low,0.47,,,
Biodiesel RIN,Current Year,2014,1/24/14,High,0.48,,,
Biodiesel RIN,Current Year,2014,1/24/14,Average,0.475,,,
Biodiesel RIN,Current Year,2014,1/27/14,Low,0.455,,,
Biodiesel RIN,Current Year,2014,1/27/14,High,0.47,,,
Biodiesel RIN,Current Year,2014,1/27/14,Average,0.4625,,,
Biodiesel RIN,Current Year,2014,1/28/14,Low,0.46,,,
Biodiesel RIN,Current Year,2014,1/28/14,High,0.47,,,
Biodiesel RIN,Current Year,2014,1/28/14,Average,0.465,,,
Biodiesel RIN,Current Year,2014,1/29/14,Low,0.46,,,
Biodiesel RIN,Current Year,2014,1/29/14,High,0.47,,,
Biodiesel RIN,Current Year,2014,1/29/14,Average,0.465,,,
Biodiesel RIN,Current Year,2014,1/30/14,Low,0.455,,,
Biodiesel RIN,Current Year,2014,1/30/14,High,0.51,,,
Biodiesel RIN,Current Year,2014,1/30/14,Average,0.4825,,,
Biodiesel RIN,Current Year,2014,1/31/14,Low,0.48,,,
Biodiesel RIN,Current Year,2014,1/31/14,High,0.545,,,
Biodiesel RIN,Current Year,2014,1/31/14,Average,0.5125,,,
Biodiesel RIN,Current Year,2014,2/3/14,Low,0.49,,,
Biodiesel RIN,Current Year,2014,2/3/14,High,0.51,,,
Biodiesel RIN,Current Year,2014,2/3/14,Average,0.5,,,
Biodiesel RIN,Current Year,2014,2/4/14,Low,0.5,,,
Biodiesel RIN,Current Year,2014,2/4/14,High,0.51,,,
Biodiesel RIN,Current Year,2014,2/4/14,Average,0.505,,,
Biodiesel RIN,Current Year,2014,2/5/14,Low,0.54,,,
Biodiesel RIN,Current Year,2014,2/5/14,High,0.56,,,
Biodiesel RIN,Current Year,2014,2/5/14,Average,0.55,,,
Biodiesel RIN,Current Year,2014,2/6/14,Low,0.54,,,
Biodiesel RIN,Current Year,2014,2/6/14,High,0.58,,,
Biodiesel RIN,Current Year,2014,2/6/14,Average,0.56,,,
Biodiesel RIN,Current Year,2014,2/7/14,Low,0.56,,,
Biodiesel RIN,Current Year,2014,2/7/14,High,0.58,,,
Biodiesel RIN,Current Year,2014,2/7/14,Average,0.57,,,
Biodiesel RIN,Current Year,2014,2/10/14,Low,0.59,,,
Biodiesel RIN,Current Year,2014,2/10/14,High,0.61,,,
Biodiesel RIN,Current Year,2014,2/10/14,Average,0.6,,,
Biodiesel RIN,Current Year,2014,2/11/14,Low,0.58,,,
Biodiesel RIN,Current Year,2014,2/11/14,High,0.61,,,
Biodiesel RIN,Current Year,2014,2/11/14,Average,0.595,,,
Biodiesel RIN,Current Year,2014,2/12/14,Low,0.57,,,
Biodiesel RIN,Current Year,2014,2/12/14,High,0.6,,,
Biodiesel RIN,Current Year,2014,2/12/14,Average,0.585,,,
Biodiesel RIN,Current Year,2014,2/13/14,Low,0.58,,,
Biodiesel RIN,Current Year,2014,2/13/14,High,0.63,,,
Biodiesel RIN,Current Year,2014,2/13/14,Average,0.605,,,
Biodiesel RIN,Current Year,2014,2/14/14,Low,0.6,,,
Biodiesel RIN,Current Year,2014,2/14/14,High,0.62,,,
Biodiesel RIN,Current Year,2014,2/14/14,Average,0.61,,,
Biodiesel RIN,Current Year,2014,2/18/14,Low,0.58,,,
Biodiesel RIN,Current Year,2014,2/18/14,High,0.62,,,
Biodiesel RIN,Current Year,2014,2/18/14,Average,0.6,,,
Biodiesel RIN,Current Year,2014,2/19/14,Low,0.59,,,
Biodiesel RIN,Current Year,2014,2/19/14,High,0.62,,,
Biodiesel RIN,Current Year,2014,2/19/14,Average,0.605,,,
Biodiesel RIN,Current Year,2014,2/20/14,Low,0.6,,,
Biodiesel RIN,Current Year,2014,2/20/14,High,0.62,,,
Biodiesel RIN,Current Year,2014,2/20/14,Average,0.61,,,
Biodiesel RIN,Current Year,2014,2/21/14,Low,0.59,,,
Biodiesel RIN,Current Year,2014,2/21/14,High,0.62,,,
Biodiesel RIN,Current Year,2014,2/21/14,Average,0.605,,,
Biodiesel RIN,Current Year,2014,2/24/14,Low,0.6,,,
Biodiesel RIN,Current Year,2014,2/24/14,High,0.62,,,
Biodiesel RIN,Current Year,2014,2/24/14,Average,0.61,,,
Biodiesel RIN,Current Year,2014,2/25/14,Low,0.6,,,
Biodiesel RIN,Current Year,2014,2/25/14,High,0.62,,,
Biodiesel RIN,Current Year,2014,2/25/14,Average,0.61,,,
Biodiesel RIN,Current Year,2014,2/26/14,Low,0.59,,,
Biodiesel RIN,Current Year,2014,2/26/14,High,0.62,,,
Biodiesel RIN,Current Year,2014,2/26/14,Average,0.605,,,
Biodiesel RIN,Current Year,2014,2/27/14,Low,0.55,,,
Biodiesel RIN,Current Year,2014,2/27/14,High,0.59,,,
Biodiesel RIN,Current Year,2014,2/27/14,Average,0.57,,,
Biodiesel RIN,Current Year,2014,2/28/14,Low,0.53,,,
Biodiesel RIN,Current Year,2014,2/28/14,High,0.56,,,
Biodiesel RIN,Current Year,2014,2/28/14,Average,0.545,,,
Biodiesel RIN,Current Year,2014,3/3/14,Low,0.57,,,
Biodiesel RIN,Current Year,2014,3/3/14,High,0.59,,,
Biodiesel RIN,Current Year,2014,3/3/14,Average,0.58,,,
Biodiesel RIN,Current Year,2014,3/4/14,Low,0.6,,,
Biodiesel RIN,Current Year,2014,3/4/14,High,0.61,,,
Biodiesel RIN,Current Year,2014,3/4/14,Average,0.605,,,
Biodiesel RIN,Current Year,2014,3/5/14,Low,0.64,,,
Biodiesel RIN,Current Year,2014,3/5/14,High,0.68,,,
Biodiesel RIN,Current Year,2014,3/5/14,Average,0.66,,,
Biodiesel RIN,Current Year,2014,3/6/14,Low,0.68,,,
Biodiesel RIN,Current Year,2014,3/6/14,High,0.725,,,
Biodiesel RIN,Current Year,2014,3/6/14,Average,0.7025,,,
Biodiesel RIN,Current Year,2014,3/7/14,Low,0.66,,,
Biodiesel RIN,Current Year,2014,3/7/14,High,0.69,,,
Biodiesel RIN,Current Year,2014,3/7/14,Average,0.675,,,
Biodiesel RIN,Current Year,2014,3/10/14,Low,0.64,,,
Biodiesel RIN,Current Year,2014,3/10/14,High,0.67,,,
Biodiesel RIN,Current Year,2014,3/10/14,Average,0.655,,,
Biodiesel RIN,Current Year,2014,3/11/14,Low,0.64,,,
Biodiesel RIN,Current Year,2014,3/11/14,High,0.68,,,
Biodiesel RIN,Current Year,2014,3/11/14,Average,0.66,,,
Biodiesel RIN,Current Year,2014,3/12/14,Low,0.64,,,
Biodiesel RIN,Current Year,2014,3/12/14,High,0.67,,,
Biodiesel RIN,Current Year,2014,3/12/14,Average,0.655,,,
Biodiesel RIN,Current Year,2014,3/13/14,Low,0.66,,,
Biodiesel RIN,Current Year,2014,3/13/14,High,0.69,,,
Biodiesel RIN,Current Year,2014,3/13/14,Average,0.675,,,
